Matematica;Comunicacion;Ingles;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA;KuderB;KuderC;KuderD;KuderE;KuderF;KuderG;KuderH;KuderI;KuderJ;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;Career
17;16;19;20;20;20;18;20;16;18;16;18;16;29;10;25;14;6;23;30;27;4;3;3;0;6;4;5;IngenieriaComercial
15;17;17;20;18;20;15;20;14;20;20;19;14;12;7;21;27;7;19;20;10;1;2;3;7;8;7;0;Teologia
16;17;19;20;16;20;18;20;17;18;20;24;8;23;20;30;12;7;25;26;30;1;6;0;7;1;9;2;AdministraciondeEmpresas
15;18;20;20;20;20;18;16;20;20;20;16;10;26;12;23;28;17;25;23;8;5;4;9;9;1;0;0;MedicinaVeterinariayZootecnia
16;19;16;18;20;18;20;16;19;18;20;26;19;11;11;19;11;21;23;18;8;1;2;0;8;5;9;0;FarmaciayBioquimica
14;16;18;20;20;18;19;20;0;18;18;22;9;11;29;27;26;21;12;13;24;0;0;9;0;0;6;5;IngenieriaMecanica
20;19;20;20;20;14;20;20;20;20;16;13;29;7;26;26;22;24;25;11;6;6;3;0;1;0;9;7;ObstetriciayPuericultura
6;19;17;20;18;18;15;12;16;16;12;12;25;6;8;9;23;27;30;14;13;0;1;0;6;0;0;0;Derecho
15;19;18;20;18;18;20;16;20;18;16;20;17;9;17;25;25;16;30;15;11;6;6;0;9;1;7;0;IngenieriaBiotecnologica
13;18;17;20;18;20;17;20;5;18;12;11;26;26;9;26;20;11;10;26;23;1;0;9;0;9;0;0;IngenieriaCivil
9;19;19;20;20;10;20;20;18;14;12;17;24;14;10;22;15;18;15;16;12;5;1;9;8;0;9;0;IngenieriaAmbiental
18;20;19;20;20;8;20;20;14;16;14;8;29;25;10;10;28;21;15;20;21;6;0;9;9;0;2;0;IngenieriadeIndustriaAlimentaria
13;8;19;20;18;20;20;16;20;20;8;9;26;27;20;27;10;27;28;22;6;2;4;9;7;8;7;0;IngenieriadeMinas
12;19;20;16;4;12;11;20;0;12;18;23;26;24;24;14;11;6;26;11;16;1;2;0;2;4;6;5;Derecho
11;18;18;20;20;20;8;16;20;20;14;22;14;6;9;27;8;13;18;15;30;3;7;9;5;5;9;0;IngenieriaCivil
15;16;13;20;20;14;19;16;16;16;18;18;6;12;6;6;27;6;22;12;28;6;6;0;0;9;4;4;TrabajoSocial
20;17;19;20;20;20;20;20;16;20;18;20;11;12;6;21;27;24;6;29;6;6;1;4;6;4;7;0;Contabilidad
15;18;20;20;20;20;20;20;20;20;14;24;9;30;26;24;13;13;19;28;17;0;2;2;7;0;2;0;CienciaPoliticayGobierno
10;16;19;18;18;16;14;16;17;14;18;8;27;29;14;16;13;12;17;20;17;6;6;9;4;2;0;2;IngenieriaMecanica
12;17;20;18;20;16;16;20;16;20;0;21;17;23;18;24;11;18;23;22;15;0;0;9;7;1;2;0;IngenieriaIndustrial
17;16;17;20;20;20;18;20;14;20;20;26;18;8;16;15;26;24;24;26;9;6;5;5;0;5;6;0;AdministraciondeEmpresas
14;17;20;18;20;20;17;20;8;16;12;14;29;20;23;9;27;8;22;29;21;1;0;0;0;3;6;3;IngenieriaComercial
13;15;19;20;20;18;17;20;16;18;18;19;12;21;27;26;12;14;23;11;8;5;0;4;7;2;0;0;IngenieriaBiotecnologica
8;19;20;20;18;20;13;16;15;16;18;23;16;12;13;14;14;19;18;25;18;4;1;2;2;1;0;0;CienciaPoliticayGobierno
17;9;15;16;20;14;20;20;0;6;16;12;16;30;28;18;18;30;6;12;22;6;7;9;9;3;6;9;IngenieriaAgronomicayAgricola
9;17;17;18;0;6;8;16;16;10;14;16;30;24;19;17;15;23;13;11;25;2;0;9;7;1;9;4;IngenieriaMecatronica
20;18;20;20;20;20;19;16;20;18;12;28;8;14;18;9;30;26;9;29;30;2;4;0;0;6;0;0;Contabilidad
10;19;12;20;18;18;20;20;0;18;18;15;29;25;20;26;7;16;26;23;27;4;0;2;5;3;1;2;AdministraciondeEmpresas
12;17;16;18;18;20;19;16;0;14;20;11;19;24;10;6;16;20;30;23;16;6;7;4;7;6;4;0;CienciaPoliticayGobierno
14;19;19;20;20;20;17;20;19;18;16;9;22;15;12;9;11;28;11;23;25;6;7;1;3;4;0;2;Contabilidad
13;19;10;16;16;18;20;20;0;16;10;9;28;10;22;9;29;29;9;29;7;6;2;9;5;7;2;0;IngenieriaMecatronica
9;16;19;16;16;10;18;16;16;20;8;14;25;9;27;9;18;30;26;11;25;6;0;6;6;0;0;7;CienciaPoliticayGobierno
13;17;20;20;18;8;10;20;12;12;12;19;9;7;9;23;14;22;13;28;21;2;1;3;5;9;3;0;ComunicacionSocial
12;15;16;18;18;0;16;16;20;12;8;25;21;14;27;29;28;30;8;22;13;1;0;0;0;0;3;8;PublicidadyMultimedia
11;18;15;14;16;12;18;12;17;8;12;14;26;12;30;20;15;23;14;28;14;6;4;3;9;1;0;6;TecnologiaMedica
16;17;10;18;20;20;20;20;10;18;18;23;6;18;16;25;20;22;8;23;16;3;2;6;0;7;6;5;Contabilidad
11;15;20;20;20;16;15;0;8;6;16;10;22;21;21;6;10;6;22;18;17;2;6;0;9;0;4;7;Odontologia
8;17;16;20;20;16;15;20;0;18;14;19;13;20;24;29;29;15;25;10;14;0;0;4;2;1;4;2;IngenieriaBiotecnologica
13;18;19;20;20;20;16;20;20;20;14;27;26;16;17;28;18;27;21;13;28;1;0;9;0;0;9;1;IngenieriaMecatronica
11;16;20;12;8;20;19;20;5;20;16;13;8;28;20;7;30;22;22;24;6;6;1;2;0;2;5;5;AdministraciondeEmpresas
19;17;10;20;20;20;20;20;16;20;20;12;13;24;25;20;8;12;11;28;28;6;7;0;0;3;9;6;Derecho
6;16;17;18;18;6;12;16;8;14;14;9;21;20;8;17;11;23;14;14;8;6;4;0;2;1;6;1;AdministraciondeEmpresas
16;19;16;20;20;20;16;16;20;20;20;20;23;28;28;6;13;9;25;23;7;0;6;9;9;9;1;0;IngenieriadeMinas
18;17;16;20;0;20;18;20;20;20;0;19;26;18;22;14;24;12;26;23;27;4;7;3;9;1;9;0;Odontologia
15;9;20;20;20;20;15;20;13;20;14;9;8;19;28;20;19;14;20;29;6;2;7;4;2;9;2;6;EducacionPrimaria
19;17;20;20;20;20;18;20;20;20;18;27;16;19;29;19;18;28;24;17;22;6;4;6;6;0;9;3;Derecho
18;17;19;20;20;20;13;12;16;20;20;6;18;7;29;21;15;21;18;16;8;4;0;4;5;0;0;9;AdministraciondeEmpresas
17;7;9;18;20;16;10;20;10;16;14;18;6;14;8;12;20;26;10;15;10;6;3;4;1;0;9;4;AdministraciondeEmpresas
17;18;20;18;20;20;16;16;20;6;16;15;22;26;24;15;21;22;17;23;20;6;3;2;7;7;2;4;Derecho
14;16;17;20;20;20;16;20;0;18;12;24;13;29;20;26;15;19;27;9;27;2;6;3;0;0;7;0;CienciaPoliticayGobierno
10;18;19;20;20;18;20;20;0;14;18;22;21;29;20;11;11;15;10;14;14;3;7;3;7;6;0;1;Derecho
15;17;19;18;18;20;16;20;14;16;14;20;18;19;11;29;24;8;6;23;21;6;0;4;9;0;1;0;MedicinaHumana
13;17;9;20;18;14;19;20;11;20;16;12;7;30;16;20;12;14;25;7;11;6;2;9;0;7;0;0;IngenieriaElectronica
16;18;19;20;20;20;20;16;14;18;16;16;27;29;7;8;13;6;19;16;22;0;3;9;6;4;2;7;IngenieriaMecanica
10;19;16;14;10;14;14;16;17;12;14;10;23;25;19;22;15;6;10;29;8;6;5;0;3;0;2;1;Contabilidad
14;16;20;18;18;18;16;0;0;20;20;17;16;16;27;18;20;17;15;8;8;4;7;9;2;0;5;1;MedicinaVeterinariayZootecnia
13;18;18;20;16;20;16;20;0;16;14;12;21;22;14;19;6;20;29;18;17;2;4;0;1;8;0;5;PublicidadyMultimedia
11;18;19;18;10;12;17;16;19;18;12;13;27;8;10;17;11;7;30;6;12;3;1;7;7;4;0;0;AdministraciondeEmpresas
17;18;20;20;20;20;20;16;20;20;16;25;30;14;6;21;13;13;11;25;11;4;7;9;6;0;4;0;IngenieriadeMinas
12;17;19;18;10;20;20;16;20;8;12;30;25;8;11;14;19;6;17;27;23;2;1;9;2;4;9;0;IngenieriaIndustrial
20;19;19;20;20;18;19;0;20;20;16;11;26;19;18;30;26;10;9;19;29;4;4;0;1;2;6;2;AdministraciondeEmpresas
8;15;10;18;18;4;13;8;15;10;10;16;25;25;10;15;11;11;13;8;15;4;6;5;9;0;9;0;ObstetriciayPuericultura
12;16;20;20;18;12;14;16;5;20;4;12;29;27;10;6;22;18;18;18;26;3;0;3;7;1;9;7;IngenieriaComercial
16;18;20;18;18;12;16;0;20;18;12;19;11;30;17;22;13;7;20;20;14;2;7;9;2;9;5;8;IngenieriaAgronomicayAgricola
17;18;20;20;20;20;20;20;20;20;20;19;26;25;27;22;6;17;12;12;12;6;5;2;5;0;6;7;CienciaPoliticayGobierno
7;18;18;20;0;16;9;20;0;16;20;23;21;27;10;25;27;22;13;22;7;6;3;0;9;3;2;6;MedicinaHumana
5;18;7;16;18;18;20;16;8.5;8;12;25;27;20;7;29;9;21;10;28;12;6;2;0;5;9;5;6;TrabajoSocial
10;17;19;18;16;20;12;16;12;16;10;21;14;11;23;10;8;23;6;25;10;6;2;4;5;0;0;0;Contabilidad
8;8;17;18;18;16;16;16;10;14;8;29;26;27;20;11;7;14;19;25;29;3;5;0;9;3;0;0;IngenieriaMecanica
5;17;19;16;20;14;17;20;20;16;12;18;27;9;9;11;11;22;25;28;27;2;3;4;0;3;5;5;CienciaPoliticayGobierno
19;16;18;20;20;16;19;20;16;20;20;14;23;11;13;15;11;15;12;27;10;3;4;0;0;8;8;0;EducacionSecundaria
19;16;18;20;20;18;17;20;15;20;18;22;7;15;24;30;6;26;12;21;12;2;3;9;0;3;6;3;IngenieriadeIndustriaAlimentaria
11;0;19;20;18;12;16;20;14;20;14;19;30;18;21;7;23;26;24;23;11;3;1;1;2;5;3;0;Derecho
14;19;18;20;20;20;16;20;20;16;14;20;19;7;27;30;24;21;15;11;12;6;0;9;0;1;0;0;IngenieriaMecatronica
14;16;8;10;6;12;16;16;14;12;16;26;6;8;21;20;7;11;26;11;12;0;4;7;0;0;6;1;IngenieriaComercial
20;17;20;20;14;20;19;20;14;4;4;20;13;21;22;12;19;15;11;29;16;0;2;3;2;3;9;2;IngenieriaComercial
7;13;15;20;18;16;19;20;8;18;14;11;29;8;21;29;9;7;13;9;9;4;3;6;0;0;9;0;Derecho
19;17;20;18;20;20;17;16;20;18;20;8;21;27;10;26;29;21;10;12;10;5;3;6;5;1;0;4;ComunicacionSocial
20;17;20;20;20;20;20;0;0;18;20;13;10;14;25;7;27;14;10;21;8;3;7;2;0;6;5;6;Derecho
16;16;17;0;18;6;15;20;8;0;14;16;7;7;6;12;19;24;18;15;16;0;3;9;9;2;7;0;IngenieriadeIndustriaAlimentaria
13;19;20;20;20;20;20;20;17;18;16;23;23;10;22;10;29;19;6;13;27;6;2;5;9;5;9;0;ObstetriciayPuericultura
15;15;10;20;16;16;14;20;10;20;0;13;21;15;23;15;9;24;17;30;10;1;5;2;9;0;2;9;ObstetriciayPuericultura
14;17;18;20;20;20;17;16;14;20;14;27;17;9;25;19;19;8;10;23;14;6;0;8;0;7;5;4;MedicinaVeterinariayZootecnia
12;8;10;20;6;8;8;20;11.5;16;14;16;14;9;21;19;18;29;15;21;10;4;0;0;9;6;4;0;IngenieriaBiotecnologica
14;16;0;14;20;18;12;16;3;16;18;22;13;7;7;6;9;28;12;9;11;6;0;9;7;8;0;6;IngenieriaCivil
14;9;19;18;20;16;20;20;18;18;12;28;23;6;11;19;14;21;15;10;25;6;3;3;1;3;9;9;Contabilidad
15;17;19;20;20;16;13;16;0;16;18;12;19;7;14;18;7;22;27;7;15;0;2;9;9;2;5;0;MedicinaVeterinariayZootecnia
9;17;20;20;20;18;20;0;17;18;16;19;18;21;8;26;6;11;19;15;10;0;1;4;9;2;0;0;TecnologiaMedica
7;8;17;20;16;20;20;16;16;8;6;20;7;16;7;11;26;6;18;24;16;6;4;9;9;7;9;0;IngenieriaAgronomicayAgricola
15;19;9;20;18;16;18;20;13;14;10;14;11;14;14;15;6;23;19;17;23;6;3;2;9;9;9;4;TurismoyHoteleria
10;15;16;18;10;14;13;16;6;6;10;16;19;29;19;28;9;28;13;28;24;0;7;2;5;0;1;6;IngenieriaComercial
13;17;19;20;20;18;16;16;9;20;20;7;20;21;14;30;18;6;22;14;28;6;7;0;3;0;5;0;CienciaPoliticayGobierno
10;17;20;20;20;20;20;20;17;14;16;9;17;24;8;26;12;24;21;23;28;3;5;9;7;3;0;0;IngenieriaCivil
18;17;16;16;0;20;12;16;14;20;0;12;8;27;23;8;24;15;27;16;17;2;1;5;9;0;7;2;TecnologiaMedica
15;16;19;18;16;16;11;20;15;20;20;14;8;14;6;14;26;23;9;11;25;0;6;2;9;0;4;9;FarmaciayBioquimica
10;18;19;20;20;18;20;0;19;18;18;29;9;24;15;25;9;12;24;27;23;3;0;0;3;0;9;0;Contabilidad
17;17;19;20;20;20;13;20;16;18;16;30;30;11;26;22;9;19;10;19;25;1;4;2;9;0;9;0;MedicinaHumana
11;16;16;10;20;12;5;20;6;2;14;30;19;12;9;15;27;24;12;30;15;0;0;6;4;6;2;5;Derecho
14;17;20;18;20;12;20;16;18;16;18;13;15;30;7;14;8;6;28;15;29;5;6;0;8;6;3;6;Odontologia
14;8;19;18;18;18;16;20;16;16;16;9;13;29;18;29;25;16;13;12;12;0;7;9;9;9;9;0;IngenieriaAmbiental
17;17;19;18;0;16;16;16;10;10;0;20;8;30;28;15;24;29;26;23;11;3;2;9;2;4;0;7;IngenieriaAmbiental
11;16;19;18;18;12;19;20;12;14;14;22;22;29;10;17;25;13;27;22;28;6;1;0;2;2;0;0;CienciaPoliticayGobierno
12;9;18;20;20;20;13;20;18;12;14;19;18;26;11;14;12;28;12;20;11;6;5;3;0;1;9;0;AdministraciondeEmpresas
12;16;9;16;18;20;20;20;10;12;16;24;13;24;24;10;21;7;21;17;29;1;2;3;7;9;8;0;PublicidadyMultimedia
17;18;19;20;16;16;11;20;11;20;14;27;30;10;17;7;18;13;14;21;10;1;1;0;4;0;9;0;AdministraciondeEmpresas
12;18;16;20;20;16;17;20;19;20;18;15;9;12;25;7;17;6;13;7;21;1;2;9;5;6;0;9;MedicinaVeterinariayZootecnia
19;17;20;20;20;16;7;20;18;14;16;10;25;8;29;13;12;25;26;18;8;6;6;4;4;7;0;0;CienciaPoliticayGobierno
8;19;19;20;20;18;20;16;0;16;18;17;28;21;22;25;23;30;9;26;29;2;6;4;5;0;0;7;TurismoyHoteleria
7;19;18;20;18;20;20;20;11;16;18;25;25;11;14;10;9;20;27;10;10;6;1;9;1;1;2;0;IngenieriaCivil
17;16;17;16;0;18;20;20;10;20;0;11;24;11;28;17;7;12;18;15;18;6;4;9;5;1;7;7;IngenieriaIndustrial
19;17;19;20;20;20;18;20;20;20;18;6;24;6;23;14;23;26;11;24;17;6;2;9;0;1;4;7;IngenieriaMecanicaElectrica
8;10;14;18;18;16;0;20;11;12;18;10;6;9;25;17;29;9;19;18;15;6;1;0;0;9;1;0;EducacionPrimaria
11;17;19;20;16;18;0;20;0;14;16;19;14;23;30;9;8;16;9;24;6;1;0;9;5;9;4;4;IngenieriaIndustrial
10;19;18;16;14;4;18;12;0;14;18;27;13;13;8;12;11;19;30;6;12;4;1;0;9;0;9;7;Enfermeria
10;17;16;20;20;16;19;20;20;16;10;11;19;9;26;6;30;24;21;9;22;0;0;9;2;1;4;9;IngenieriaCivil
11;19;19;20;18;20;17;20;20;18;14;14;14;11;15;24;25;6;8;10;11;6;0;9;9;3;6;6;IngenieriaMecatronica
15;17;17;18;18;20;12;16;11.5;20;20;14;23;19;7;18;16;25;21;12;17;2;2;0;5;8;4;0;EducacionSecundaria
4;17;14;14;10;14;8;16;0;20;10;27;7;25;16;13;21;14;29;30;22;2;0;9;0;0;3;0;IngenieriadeMinas
14;16;15;20;18;6;20;12;20;14;18;16;6;29;6;18;8;12;21;8;19;6;7;6;0;7;9;9;Contabilidad
8;17;12;18;10;6;12;8;0;6;4;23;18;15;21;7;26;16;17;18;10;4;0;0;9;1;0;0;FarmaciayBioquimica
19;19;17;20;20;18;16;20;20;16;18;15;7;14;23;26;16;11;26;22;12;2;1;9;9;0;2;9;IngenieriaElectronica
17;9;20;20;20;16;17;20;18;20;20;13;8;9;7;12;9;10;19;29;28;0;5;8;9;2;3;7;MedicinaVeterinariayZootecnia
14;17;18;20;20;14;20;20;14;20;14;6;7;25;8;11;14;6;22;11;21;6;4;9;1;0;8;6;IngenieriadeSistemas
18;8;10;18;16;14;20;16;7;10;14;29;19;20;27;27;23;15;29;29;23;6;3;1;9;0;5;6;FarmaciayBioquimica
19;17;20;20;20;20;20;20;18;20;18;6;27;26;18;16;20;21;12;18;27;1;0;0;9;7;4;0;Enfermeria
14;16;20;20;20;18;16;20;20;16;12;23;19;8;15;21;30;25;22;27;12;2;0;5;2;3;6;0;Psicologia
7;17;15;14;18;12;6;0;4;8;16;28;27;26;15;23;9;28;23;19;30;0;5;9;9;9;9;0;IngenieriaCivil
19;19;19;20;20;20;18;20;20;20;16;19;30;8;29;16;20;29;23;27;16;6;4;9;3;1;0;0;IngenieriadeSistemas
15;19;16;20;20;20;17;16;0;20;10;17;6;11;26;22;11;10;13;30;12;6;0;2;9;0;0;0;Odontologia
19;20;20;20;20;20;20;20;20;20;18;7;11;17;20;10;7;21;11;15;26;6;6;1;5;4;2;0;Derecho
18;17;19;20;16;20;17;20;15;18;20;29;19;9;8;28;6;13;17;23;12;6;5;0;3;2;1;9;IngenieriaComercial
9;16;19;20;20;18;19;20;4;16;14;14;16;30;30;12;25;25;16;7;16;1;4;5;9;9;3;2;TurismoyHoteleria
19;17;19;20;20;20;20;20;14;18;20;15;25;21;11;21;9;17;10;30;20;4;2;0;9;4;9;1;Odontologia
4;17;17;18;20;18;16;20;17;18;14;28;29;19;15;17;9;18;11;30;9;3;2;9;5;3;4;0;IngenieriadeSistemas
14;18;20;18;20;16;20;20;11;16;20;22;9;8;18;18;27;12;11;16;29;1;3;0;3;0;3;5;Contabilidad
3;17;10;20;20;14;14;20;5.5;18;16;15;22;16;18;6;23;9;17;15;11;6;2;8;2;3;4;0;IngenieriaAmbiental
19;17;20;20;18;20;0;20;20;20;14;10;23;25;29;12;24;11;26;29;16;2;2;5;9;7;9;0;Odontologia
18;18;20;20;20;20;17;12;20;20;20;15;24;16;16;19;20;17;12;28;10;4;2;2;4;5;1;6;AdministraciondeEmpresas
12;19;15;20;18;20;19;12;19;20;16;8;11;28;6;7;20;25;21;21;21;1;0;3;6;4;3;0;AdministraciondeEmpresas
13;10;17;0;8;12;14;12;12;12;12;13;16;20;29;26;26;22;25;9;22;3;1;5;9;0;9;0;IngenieriaBiotecnologica
10;16;19;20;20;18;16;20;20;20;12;26;15;24;18;27;30;20;9;14;20;6;1;4;9;0;0;4;Psicologia
19;17;20;18;20;20;20;20;14;18;20;28;9;30;15;17;27;10;7;27;10;0;4;9;0;4;9;0;MedicinaVeterinariayZootecnia
13;18;20;20;20;18;20;16;16;20;20;9;28;27;16;6;12;13;17;19;30;6;0;9;6;9;8;0;IngenieriadeIndustriaAlimentaria
6;17;19;20;18;14;20;20;18;14;12;6;16;19;10;18;8;27;8;12;30;6;7;9;2;6;3;3;IngenieriadeIndustriaAlimentaria
10;19;15;20;18;16;0;20;16;18;14;19;16;18;26;16;22;6;18;22;7;6;2;5;3;1;0;0;IngenieriaComercial
18;18;20;20;20;20;19;20;14;20;14;15;29;26;22;26;9;13;22;10;21;4;3;0;5;9;4;0;ComunicacionSocial
18;15;17;20;20;20;13;16;16;20;18;30;20;11;9;30;26;19;11;28;18;0;0;6;9;0;9;1;IngenieriaBiotecnologica
11;18;20;20;18;18;20;20;20;20;14;26;8;20;12;9;21;18;10;26;9;6;6;9;2;1;7;2;Arquitectura
14;15;17;20;16;20;11;20;12;14;14;10;28;18;24;28;7;27;15;7;27;6;7;9;9;0;6;7;IngenieriadeIndustriaAlimentaria
20;19;19;20;20;20;20;0;20;20;16;20;20;22;19;28;15;22;16;6;25;4;1;9;9;3;1;2;IngenieriadeSistemas
18;17;19;20;20;20;0;20;8;20;16;15;22;17;10;20;20;30;18;26;9;3;5;9;9;4;7;0;IngenieriadeIndustriaAlimentaria
11;17;18;20;18;20;16;20;20;6;18;18;17;9;19;7;22;7;29;15;20;2;3;9;9;3;9;0;IngenieriadeMinas
10;18;18;18;18;8;18;20;0;4;10;12;8;15;11;16;18;6;7;11;8;0;1;9;9;0;0;6;MedicinaVeterinariayZootecnia
18;17;19;20;20;20;18;20;18;18;20;17;23;29;11;23;25;14;13;17;10;0;5;9;7;7;9;6;IngenieriaElectronica
16;16;15;16;20;20;20;20;12;20;20;25;10;25;9;28;30;30;8;6;10;4;0;5;4;1;5;0;Teologia
19;16;19;18;20;20;13;20;20;20;16;19;23;19;23;24;21;30;26;19;21;6;4;0;9;0;4;0;FarmaciayBioquimica
16;18;8;20;20;14;17;20;17.5;10;20;26;20;24;18;19;28;12;13;6;29;0;0;7;2;5;9;5;Contabilidad
16;17;20;18;20;20;20;20;16;12;20;12;10;19;10;25;10;7;15;9;25;3;2;0;0;9;9;5;EducacionSecundaria
7;15;15;20;16;6;15;16;16;10;8;30;12;18;13;18;7;19;29;26;27;4;0;0;9;7;0;0;IngenieriaBiotecnologica
13;16;17;20;10;4;0;8;12;20;20;14;29;30;28;19;22;9;20;18;28;0;0;9;9;0;2;0;IngenieriaCivil
19;17;20;20;20;18;20;16;20;18;8;7;22;18;18;25;13;14;10;26;21;3;7;0;4;2;9;0;Derecho
16;7;19;16;18;12;18;16;14;8;18;29;27;15;29;21;9;28;9;19;9;6;1;9;0;0;3;7;IngenieriaMecanicaElectrica
19;18;20;20;20;20;20;20;17;20;20;19;12;30;17;21;18;29;7;10;29;6;2;9;7;3;2;0;MedicinaVeterinariayZootecnia
15;9;19;18;6;20;15;16;0;20;12;18;10;14;16;8;8;28;6;17;22;6;6;4;0;3;9;6;CienciaPoliticayGobierno
8;18;10;14;18;12;12;0;8;16;10;22;28;6;10;24;16;26;15;15;19;1;6;4;3;5;0;0;Contabilidad
7;19;18;18;0;20;20;20;13;18;10;16;27;24;7;19;26;29;14;7;15;4;6;9;7;6;0;5;IngenieriaIndustrial
7;17;10;20;18;18;12;12;3;8;8;28;29;8;23;12;19;19;18;11;16;2;6;4;9;5;3;0;TecnologiaMedica
17;17;18;20;20;20;19;20;0;20;20;17;29;24;18;23;23;29;23;12;27;4;2;9;9;6;9;9;IngenieriadeIndustriaAlimentaria
15;19;20;20;20;16;19;20;18;20;16;10;12;17;26;16;27;15;12;21;20;0;0;9;5;9;9;3;IngenieriaMecanicaElectrica
15;18;20;20;16;16;13;20;20;18;18;19;9;26;25;11;8;18;17;23;13;5;1;2;7;3;9;0;AdministraciondeEmpresas
16;18;20;16;10;10;6;0;17.5;6;18;21;8;10;19;11;21;16;30;18;19;6;0;3;9;8;9;0;TurismoyHoteleria
15;17;20;0;18;20;11;20;15;14;18;18;17;30;7;23;8;8;21;30;30;6;4;3;4;7;9;0;CienciaPoliticayGobierno
11;8;20;20;16;18;20;20;14;16;18;16;10;10;25;14;30;11;28;20;23;6;2;9;9;0;7;5;IngenieriadeSistemas
19;17;0;20;20;16;8;20;20;14;20;15;22;14;19;19;25;13;8;6;30;0;5;0;2;3;3;2;IngenieriaComercial
3;17;18;20;16;16;6;20;10;20;18;15;26;6;26;10;28;29;13;16;22;0;0;2;3;0;2;0;AdministraciondeEmpresas
17;18;20;20;20;16;14;20;20;14;18;24;11;7;14;29;15;20;13;13;10;5;0;9;7;1;0;2;MedicinaVeterinariayZootecnia
19;18;20;20;20;14;20;20;20;20;18;20;27;19;13;12;11;30;8;15;18;6;0;0;0;7;6;3;IngenieriaComercial
9;8;18;16;18;16;12;16;15;14;20;18;23;24;25;16;23;7;24;26;11;2;0;0;9;0;5;7;MedicinaHumana
4;18;20;16;10;12;0;16;16;0;18;26;25;23;17;29;28;23;20;9;19;2;2;0;7;3;6;7;Teologia
14;18;19;20;18;20;8;20;16;18;20;27;10;10;16;11;22;30;7;11;27;1;3;7;7;4;9;0;Derecho
20;17;20;20;20;16;12;20;18;16;20;30;21;8;12;6;24;20;19;14;6;4;6;6;7;0;0;0;Contabilidad
15;16;20;20;18;16;8;20;11;14;14;26;24;26;11;14;8;13;17;18;20;6;7;0;5;0;3;2;IngenieriaMecatronica
11;18;20;16;18;16;15;20;10;16;18;19;14;7;28;28;28;16;17;28;11;6;0;9;4;9;9;2;IngenieriaAmbiental
14;18;18;20;20;12;4;0;10;18;20;19;20;23;17;6;16;10;9;7;14;6;4;9;9;0;4;0;IngenieriaCivil
15;15;20;20;18;16;14;16;7.5;18;18;22;8;28;20;30;24;29;24;18;24;4;0;3;0;7;0;0;EducacionSecundaria
16;17;20;20;16;14;16;20;15;16;18;11;11;15;23;9;8;19;22;30;21;6;0;9;9;1;0;2;IngenieriaIndustrial
16;18;18;20;20;16;20;20;15;16;20;19;14;9;17;13;11;27;7;22;9;4;0;9;8;0;9;9;IngenieriaAmbiental
18;19;20;20;20;14;0;16;15;16;16;6;21;8;22;30;20;9;13;12;22;2;0;9;9;6;9;6;IngenieriadeIndustriaAlimentaria
13;16;19;20;18;10;15;20;20;18;18;16;16;11;19;10;21;26;30;10;9;4;5;3;3;3;3;9;IngenieriaComercial
18;15;20;20;14;18;11;20;20;16;20;24;17;6;24;15;21;26;30;21;20;4;6;1;5;6;5;7;CienciaPoliticayGobierno
6;17;9;20;16;12;20;20;12.5;16;18;15;21;23;16;8;22;23;8;7;27;1;0;0;9;7;6;0;IngenieriaBiotecnologica
15;19;20;18;18;16;8;20;17;18;20;20;17;23;26;7;13;28;24;7;18;6;0;9;1;9;7;0;IngenieriaMecanica
17;17;17;20;18;18;8;20;20;16;12;24;12;20;30;10;10;21;8;27;7;6;0;5;9;9;0;3;Teologia
16;9;20;20;18;16;6;20;20;18;18;17;11;13;29;21;6;21;20;24;11;6;5;9;2;0;9;7;IngenieriaAmbiental
12;17;12;18;16;0;4;20;7;4;16;18;18;18;13;27;18;24;17;9;8;1;4;0;3;9;9;0;Teologia
16;20;20;20;12;14;8;20;20;14;18;29;23;11;28;14;26;29;22;19;11;4;0;6;5;4;7;5;Derecho
11;18;20;20;16;16;8;20;17.5;20;18;14;15;23;27;6;17;28;22;7;14;2;1;9;0;6;3;0;MedicinaVeterinariayZootecnia
18;17;20;20;14;14;12;20;18;4;14;20;27;16;15;22;28;29;8;29;24;3;3;0;4;0;3;0;TurismoyHoteleria
10;16;20;16;12;18;8;0;0;10;14;28;30;10;16;14;30;14;9;25;11;6;1;0;9;4;9;6;FarmaciayBioquimica
13;17;20;20;16;14;16;20;10;18;16;7;27;27;16;11;14;10;24;15;10;4;1;8;0;0;5;0;IngenieriaCivil
5;9;20;20;12;16;16;20;18;18;18;23;26;16;10;28;12;12;25;23;8;6;5;0;9;3;6;1;FarmaciayBioquimica
20;12;20;20;18;20;0;20;19;20;16;28;23;23;29;18;16;13;26;22;27;6;4;0;9;0;0;1;Enfermeria
12;18;20;20;20;14;8;20;20;18;16;15;15;9;16;7;16;18;29;10;12;6;6;0;1;0;1;7;Derecho
13;16;20;20;14;16;8;20;7.5;16;0;12;10;13;7;28;25;17;12;22;30;6;5;3;9;3;9;3;IngenieriaBiotecnologica
15;19;18;20;18;16;16;20;20;16;18;18;14;19;15;12;29;12;10;9;25;3;0;9;0;1;0;5;IngenieriaMecatronica
