MatematicaI;MatematicaII;ComunicacionI;ComunicacionII;InglesI;InglesII;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA1;KuderA2;KuderA3;KuderA4;KuderA5;KuderA6;KuderB1;KuderB2;KuderB3;KuderB4;KuderB5;KuderB6;KuderC1;KuderC2;KuderC3;KuderC4;KuderC5;KuderC6;KuderD1;KuderD2;KuderD3;KuderD4;KuderD5;KuderD6;KuderE1;KuderE2;KuderE3;KuderE4;KuderE5;KuderE6;KuderF1;KuderF2;KuderF3;KuderF4;KuderF5;KuderF6;KuderG1;KuderG2;KuderG3;KuderG4;KuderG5;KuderG6;KuderH1;KuderH2;KuderH3;KuderH4;KuderH5;KuderH6;KuderI1;KuderI2;KuderI3;KuderI4;KuderI5;KuderI6;KuderJ1;KuderJ2;KuderJ3;KuderJ4;KuderJ5;KuderJ6;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;CapsP1MR;CapsP2SR;CapsP3VR;CapsP4NA;CapsP5LU;CapsP6WK;CapsP7PSA;Career
14;17;16;17;18;17;18;10;0;10;12;16;10;20;2;4;1;4;3;1;4;3;5;2;1;4;4;5;4;3;4;4;2;5;4;4;3;5;3;1;5;5;1;3;4;2;1;5;1;3;1;1;5;4;1;3;3;1;1;2;2;2;1;2;3;5;3;4;3;1;1;2;5;5;1;9;9;6;5;9;1;10;100;85;54;63;94;19;Ingenieria Mecanica Electrica
20;15;16;18;20;18;20;20;20;20;20;20;18;18;5;3;4;1;3;3;2;4;4;5;1;3;3;4;5;2;2;4;1;2;2;3;3;3;1;1;2;2;5;2;3;4;4;4;2;2;4;4;2;5;2;2;5;4;1;1;4;2;1;4;3;3;4;2;3;4;4;5;3;2;7;3;1;9;7;1;2;55;44;21;100;80;21;44;Medicina Humana
0;7;17;20;18;20;16;10;10;16;20;11.5;12;10;2;3;3;5;5;1;1;5;4;1;5;2;2;3;5;2;2;5;4;5;3;3;3;1;3;3;2;1;4;1;5;1;3;3;1;1;5;3;1;1;5;5;1;2;4;1;2;5;4;5;5;2;5;2;3;4;1;5;1;5;9;8;7;1;4;9;1;80;88;64;12;53;89;20;Teologia
10;4;18;20;20;18;20;18;18;20;20;0;16;14;2;5;3;2;1;1;2;4;3;4;2;1;2;1;4;5;4;2;4;2;4;3;4;5;2;5;3;3;5;4;5;5;4;2;5;4;1;3;1;3;2;3;4;2;2;5;2;3;5;3;2;3;5;5;5;2;1;3;5;2;9;5;1;1;9;9;6;80;61;25;16;100;85;76;Farmacia y Bioquimica
10;18;15;18;20;20;20;18;20;19;16;20;10;20;2;1;4;3;4;3;1;4;3;2;2;4;3;4;3;4;2;5;2;4;1;2;2;5;4;3;4;5;4;4;2;3;5;3;4;2;3;2;5;5;1;5;4;4;5;1;4;4;1;5;2;1;2;3;4;3;5;1;4;5;1;1;1;7;5;1;5;5;5;14;62;66;5;66;Ingenieria Comercial
8;2;0;15;7;17;20;20;18;19;16;10;18;14;1;2;4;1;1;2;4;3;4;3;4;3;1;2;1;2;5;5;1;1;1;2;4;2;1;2;3;5;3;3;2;3;5;1;2;5;4;4;3;4;4;3;2;4;4;4;5;2;1;4;2;5;5;1;3;2;5;1;4;4;9;1;3;5;1;9;8;90;0;32;45;13;83;93;Ingenieria Comercial
9;15;16;18;20;20;20;20;12;20;20;9;20;18;5;4;5;3;3;2;3;4;2;5;2;3;5;4;2;1;2;2;2;1;5;3;1;2;5;1;2;2;1;5;3;5;2;2;3;1;4;5;4;5;1;3;2;2;1;4;4;5;2;2;5;2;1;3;3;4;2;1;2;1;8;5;9;1;1;1;2;65;61;100;12;3;1;39;Tecnologia Medica
18;15;17;18;19;20;20;20;16;16;20;20;20;14;1;3;2;4;4;1;5;1;4;5;3;4;2;5;3;1;5;1;4;1;2;5;4;3;5;1;2;2;1;3;5;2;1;4;2;1;2;5;5;2;1;4;2;4;1;4;3;4;1;3;4;5;1;1;5;3;3;5;1;5;2;6;9;3;6;2;6;25;72;89;37;70;26;71;Ingenieria Ambiental
20;15;15;18;14;18;18;20;12;19;16;17;20;10;2;4;3;4;2;1;4;1;4;2;4;5;5;1;2;5;1;4;1;5;2;1;4;5;2;3;5;3;3;4;1;4;2;2;5;2;3;4;2;4;2;3;4;5;3;4;1;3;1;4;5;3;2;4;3;2;3;4;2;1;9;1;2;2;1;5;1;90;27;28;29;16;51;23;Enfermeria
9;12;17;20;10;14;20;18;16;20;20;8.5;20;14;5;2;5;1;1;1;5;4;1;2;5;3;5;3;4;2;3;5;1;2;4;5;2;1;2;1;4;2;2;4;5;1;4;4;5;5;5;5;1;1;1;1;4;5;4;3;2;4;1;2;5;1;3;1;1;2;4;5;3;2;8;4;9;9;3;9;6;65;50;92;87;50;92;73;Medicina Veterinaria y Zootecnia
9;18;16;17;20;20;18;20;20;17;20;12;20;20;2;3;5;3;1;4;2;4;4;4;3;1;2;2;2;4;5;1;5;3;5;5;1;1;2;2;4;1;2;4;1;2;4;3;3;2;2;2;3;1;5;4;5;3;3;1;3;5;1;2;2;3;5;2;3;1;4;3;2;2;5;4;9;8;1;1;1;40;50;89;66;0;10;27;Administracion de Empresas
11;20;20;16;20;19;20;20;20;19;20;20;20;16;3;5;3;1;3;5;3;4;5;1;1;5;1;5;5;2;3;2;3;5;5;3;3;1;1;4;2;1;1;5;1;1;3;4;1;4;2;5;2;1;2;2;1;1;3;3;4;5;1;3;5;3;2;3;5;3;2;5;5;1;1;4;3;7;1;1;1;10;50;35;62;13;17;23;Administracion de Empresas
7;15;16;20;11;12;20;18;14;20;16;20;12;12;1;2;5;5;5;5;4;1;5;2;1;5;1;2;3;2;5;5;1;3;1;1;1;5;4;5;4;1;4;4;5;3;1;3;5;1;1;2;3;5;1;2;5;1;4;5;3;1;2;4;2;5;4;4;3;1;3;2;2;4;7;5;3;8;6;1;1;55;61;32;70;73;7;15;Administracion de Empresas
15;18;17;17;19;18;18;20;18;17;20;12;18;20;2;1;4;3;5;2;1;5;1;5;3;5;2;5;2;5;5;2;1;3;5;3;3;1;1;3;5;4;3;4;1;3;1;2;5;2;4;5;3;2;4;5;4;5;2;5;3;5;4;5;2;1;3;5;2;2;2;3;3;5;9;9;3;1;1;1;4;70;100;32;16;26;3;61;Psicologia
11;12;18;15;17;16;20;20;20;20;20;20;20;18;4;3;3;3;2;2;3;2;1;4;3;5;2;4;3;1;2;2;4;5;1;2;1;2;5;2;3;3;4;4;5;2;5;4;3;4;4;1;4;3;3;1;1;5;5;3;5;3;3;1;5;2;5;2;2;3;1;2;4;1;2;1;8;9;9;4;6;20;0;67;75;93;41;70;Enfermeria
10;15;16;18;20;20;18;18;20;12;20;11;18;16;2;4;1;4;3;5;5;5;3;5;4;1;3;2;2;5;4;5;2;2;5;3;1;4;1;1;5;2;1;4;3;2;5;1;2;5;2;3;1;3;3;3;5;5;3;1;5;2;4;4;2;4;4;3;2;4;3;2;3;4;9;6;1;5;2;2;1;95;66;17;45;36;25;31;Odontologia
11;14;17;17;16;19;20;18;20;18;20;14;12;12;2;2;4;2;4;1;3;1;1;3;4;1;2;3;5;4;3;1;2;3;4;5;4;3;2;3;3;5;1;4;1;2;4;2;3;3;1;1;1;1;4;1;1;5;4;1;1;4;2;5;3;2;3;1;5;2;2;2;1;5;5;6;6;1;7;8;7;45;72;53;25;76;71;85;Ciencia Politica y Gobierno
15;20;17;18;11;17;20;20;20;0;16;14.5;16;20;3;3;1;2;4;3;3;1;4;5;4;2;5;1;3;4;5;4;4;5;5;4;3;1;2;2;3;5;1;1;5;5;5;2;5;1;1;1;3;5;2;4;5;4;5;5;4;5;5;3;3;1;3;2;3;5;2;4;5;3;1;1;9;5;1;2;8;15;27;75;45;23;26;90;Contabilidad
10;3;18;20;0;17;18;16;12;9;20;15;18;18;4;3;3;1;5;4;1;5;5;5;5;4;1;4;2;3;4;4;1;5;4;1;2;2;2;1;5;4;3;4;1;3;1;3;2;2;4;5;1;1;3;4;4;3;1;4;5;1;2;4;1;3;5;4;4;4;2;5;5;2;7;1;9;9;1;9;5;60;16;75;79;23;87;65;Educacion Inicial
16;9;16;17;20;16;20;20;18;16;20;17;0;16;3;3;5;1;1;1;1;2;3;5;4;3;4;4;5;1;2;3;5;3;3;5;2;2;4;2;3;1;1;5;4;2;1;4;1;4;2;4;5;3;1;2;5;5;4;3;4;1;1;2;2;5;2;1;5;1;3;1;4;4;4;7;9;9;6;8;1;35;77;100;91;73;71;28;Ingenieria Civil
14;15;16;17;19;20;20;20;20;12;20;14;20;20;4;1;2;2;1;4;4;1;2;1;1;4;2;4;5;5;5;1;4;2;5;3;1;4;4;2;5;3;2;2;3;5;1;5;3;1;1;5;3;3;4;4;2;4;3;3;1;1;3;1;1;2;5;4;4;1;1;3;1;1;1;3;8;3;1;1;8;5;38;67;33;3;1;90;Ingenieria Mecatronica
20;17;16;0;0;18;20;20;20;20;20;8;12;12;1;3;1;2;4;2;1;2;5;4;2;5;2;5;2;5;4;2;1;4;1;2;1;1;5;4;1;4;3;3;4;4;4;3;4;3;1;5;3;2;1;3;2;5;5;2;4;3;2;1;5;5;5;4;5;1;4;2;2;2;9;6;3;9;1;1;3;95;72;35;83;0;8;48;Ingenieria Agronomica y Agricola
7;10;16;17;19;0;12;0;14;5;12;11;4;10;3;5;4;5;1;5;4;5;1;2;4;4;2;5;3;4;1;4;2;5;2;4;4;3;4;3;3;2;1;5;2;2;1;2;4;1;4;1;1;5;2;3;4;1;2;3;2;2;3;2;3;2;4;1;4;2;2;5;1;4;6;1;7;1;7;2;9;50;27;64;0;80;25;100;Comunicacion Social
10;18;15;18;15;20;20;20;0;19;12;19;18;20;1;1;1;3;1;2;5;4;4;3;4;3;5;2;3;3;1;3;1;2;3;4;5;2;3;3;3;3;5;3;3;2;3;3;2;3;4;3;1;5;3;3;4;5;5;5;4;1;1;1;3;1;2;3;2;4;4;1;3;3;4;8;4;3;1;5;9;35;83;39;37;16;48;96;Ingenieria de Sistemas
0;11;14;16;14;16;18;18;10;13;20;10;10;10;4;5;2;3;5;3;3;4;5;4;2;3;5;5;2;4;2;2;3;5;3;5;4;5;1;4;3;1;5;4;2;1;2;4;1;4;2;3;5;1;5;1;1;3;4;1;1;5;3;5;4;1;5;5;1;1;1;4;1;2;1;1;1;1;1;9;2;5;22;21;8;6;80;42;Ingenieria Comercial
12;10;16;20;17;19;20;12;10;19;12;0;8;8;3;4;1;5;4;5;4;1;1;2;5;3;5;4;2;4;5;3;1;2;5;4;3;2;5;5;3;2;3;1;5;4;5;2;4;4;2;1;1;2;2;1;4;4;5;5;3;3;2;4;3;5;3;5;3;3;4;3;5;3;5;6;1;5;1;8;7;40;66;14;50;10;67;84;Derecho
4;15;17;17;17;17;20;20;10;14;20;17;16;16;3;2;1;4;1;3;1;3;1;5;2;3;1;2;5;2;4;2;3;1;1;1;5;2;3;1;4;5;4;1;3;1;1;3;1;3;1;1;4;5;3;5;1;3;5;5;4;5;5;1;5;3;3;1;1;2;2;2;2;3;6;7;1;1;4;2;2;50;77;7;12;60;26;40;Educacion Secundaria
15;20;17;14;18;19;20;20;20;19;16;19;20;20;3;5;2;2;2;2;4;3;3;5;2;3;2;4;4;1;5;3;4;5;3;4;4;3;1;5;3;5;3;5;2;4;5;4;2;1;5;1;2;3;2;1;2;2;5;3;3;2;1;2;2;1;5;2;1;3;1;4;1;1;2;1;7;8;2;8;1;20;16;60;66;40;71;26;Teologia
15;18;11;15;12;16;20;20;20;18;20;18;20;20;1;3;5;1;1;2;2;4;4;4;2;3;5;3;4;1;3;5;5;1;2;1;4;3;1;5;1;4;2;1;1;3;4;2;3;1;2;1;3;2;2;5;1;2;4;3;3;2;2;4;3;1;5;4;4;5;4;5;1;5;1;2;1;1;5;2;8;15;33;3;12;63;28;90;Ciencia Politica y Gobierno
12;16;17;0;20;18;20;18;12;17;16;16;18;12;2;2;5;5;4;3;2;1;5;2;4;5;4;2;1;5;2;1;4;5;5;3;4;4;2;3;5;5;5;1;5;4;4;4;1;4;1;2;2;1;2;4;2;1;5;3;3;3;1;3;4;1;1;1;4;4;4;4;1;2;4;8;6;1;3;2;1;35;83;53;0;46;25;10;Farmacia y Bioquimica
9;6;15;14;18;17;12;18;8;11;16;5;8;8;5;2;3;2;3;3;3;4;2;4;5;3;4;5;1;5;1;3;1;1;4;2;4;2;4;5;4;1;2;3;1;4;5;5;5;5;3;5;3;5;4;1;3;4;4;4;5;1;4;4;4;3;5;5;5;4;4;2;1;5;2;6;5;1;4;9;5;25;66;50;4;56;91;64;Ingenieria Comercial
15;15;15;17;18;18;20;20;18;19;20;20;14;20;2;5;2;2;2;4;1;5;2;2;3;1;1;2;2;5;4;1;2;3;3;4;4;3;3;5;2;2;3;2;1;4;3;4;2;3;2;1;5;3;2;3;1;3;1;5;4;5;4;3;5;2;1;5;4;3;2;4;2;3;1;1;4;3;5;3;1;5;0;39;37;63;37;34;Administracion de Empresas
14;10;17;20;17;18;20;20;18;16;20;20;2;12;4;4;5;2;2;4;2;3;2;5;3;1;4;4;4;1;4;3;3;3;2;4;3;1;3;3;2;5;3;3;5;4;4;4;1;5;2;3;3;2;3;4;5;5;2;5;3;3;1;1;4;5;4;1;4;2;5;1;5;5;6;3;3;8;1;1;4;50;38;32;66;10;8;60;Ingenieria Comercial
2;12;15;10;19;14;20;18;16;11;20;0;12;6;4;3;5;4;1;4;2;1;4;2;4;4;5;3;4;2;2;1;5;4;3;2;3;1;4;2;3;4;4;5;3;3;4;1;2;1;4;5;3;4;3;5;2;5;5;4;4;5;2;4;5;3;1;2;3;1;3;1;2;2;7;1;4;8;1;4;1;60;0;42;70;30;44;30;Administracion de Empresas
12;20;16;17;19;18;20;20;20;18;20;16;20;20;3;3;1;1;4;3;1;2;5;5;2;1;3;2;2;4;3;5;2;3;5;5;5;4;2;1;4;3;2;2;1;3;1;1;5;2;1;4;1;5;2;4;4;5;3;4;1;2;1;5;1;2;1;1;3;4;3;2;5;4;1;1;3;1;2;9;4;0;22;35;4;40;76;54;Obstetricia y Puericultura
14;10;17;16;19;0;20;18;16;20;20;20;18;18;4;3;1;1;1;3;5;4;3;2;4;1;5;2;3;5;3;5;5;1;4;5;2;5;4;4;3;1;3;2;1;3;4;3;4;5;3;4;4;5;3;5;4;4;1;5;3;3;5;5;5;3;3;5;5;3;1;2;4;5;9;7;1;6;7;9;3;80;77;3;58;76;87;47;Educacion Primaria
6;10;17;18;18;19;20;18;14;16;16;8.5;16;18;2;4;4;5;5;2;3;4;5;4;3;4;5;5;4;1;3;4;5;5;3;4;1;5;1;3;5;3;4;3;1;5;5;4;2;1;2;2;4;5;5;2;4;3;5;2;3;2;1;1;4;5;4;5;2;3;3;1;4;4;9;8;1;1;1;3;3;80;88;17;4;30;33;46;Educacion Primaria
13;17;18;17;17;20;20;20;18;20;20;14;20;16;5;5;1;4;1;3;1;5;1;4;1;2;5;1;4;4;1;4;1;3;2;1;5;5;1;4;3;2;2;3;2;4;1;2;3;3;4;2;5;3;2;4;1;5;3;4;4;4;1;3;3;5;3;4;1;1;1;2;2;4;3;5;5;9;7;2;1;30;61;46;87;83;26;4;Ingenieria de Industria Alimentaria
12;11;17;18;19;20;20;20;18;15;12;18;16;14;5;3;4;1;5;4;5;1;4;1;4;2;3;5;5;2;1;1;4;2;1;3;5;4;3;1;5;5;1;4;1;3;3;2;3;2;1;2;3;3;4;5;4;3;2;5;5;2;5;5;1;3;4;2;4;4;3;4;5;5;7;1;2;1;2;1;8;55;5;28;12;40;1;93;Ingenieria Electronica
0;9;16;16;18;18;18;16;14;15;20;0;16;18;3;2;2;5;5;2;1;3;3;5;1;3;3;4;2;4;1;1;3;2;3;3;4;4;4;1;3;5;1;1;5;2;4;4;1;1;4;2;5;2;4;4;3;2;2;3;1;1;2;2;2;4;5;1;4;2;3;1;2;4;9;1;9;9;1;9;1;95;16;85;91;3;75;2;Educacion Secundaria
15;7;17;0;20;17;20;18;16;16;20;20;16;14;4;5;4;2;4;2;5;1;3;5;4;5;2;3;2;3;5;3;1;1;3;2;1;3;1;5;5;5;2;4;4;4;5;3;4;2;5;1;2;5;2;4;4;2;5;2;1;5;3;2;1;4;4;2;3;5;2;1;3;1;6;4;7;1;1;1;1;50;55;60;4;30;10;12;Psicologia
15;18;17;17;18;0;20;18;20;12;20;16;14;16;4;4;1;3;5;1;3;5;1;1;3;5;2;2;2;4;1;1;2;4;3;3;5;1;5;5;2;2;5;3;3;2;2;5;1;3;3;2;5;1;2;5;3;5;1;2;2;2;2;1;2;2;5;5;1;1;2;5;1;2;7;1;5;8;9;1;7;55;0;46;70;100;3;81;Contabilidad
10;10;17;17;20;20;20;0;12;14;16;18;10;0;4;3;1;3;4;3;2;4;3;2;2;4;4;4;1;2;2;3;2;2;5;5;4;2;4;2;2;1;5;3;3;3;2;1;2;2;3;5;4;4;1;1;3;1;5;2;3;5;3;1;1;4;2;1;1;4;4;3;3;1;9;4;1;9;2;6;1;70;55;7;100;43;55;15;Medicina Humana
15;17;16;20;20;20;20;20;20;16;20;20;20;14;2;1;1;1;3;1;2;5;5;2;5;1;1;2;3;5;2;2;5;5;1;4;3;5;5;4;4;5;4;4;4;5;4;3;3;2;3;1;1;4;2;1;2;1;1;3;1;2;1;1;5;3;3;5;2;3;2;5;1;3;9;2;9;1;1;2;6;75;33;89;8;23;26;74;Farmacia y Bioquimica
13;20;0;17;20;19;20;20;18;19;20;17;18;14;5;3;3;2;2;3;2;1;4;4;1;1;2;1;3;5;3;1;5;1;4;1;1;1;4;2;5;3;3;4;5;2;5;3;2;2;4;4;2;5;5;3;1;4;4;3;4;4;2;4;4;3;5;4;3;1;1;3;3;4;1;1;9;9;1;2;3;5;0;100;100;13;28;46;Trabajo Social
17;20;17;16;18;19;20;20;20;16;16;8;20;20;4;5;4;2;2;5;5;1;3;1;2;5;2;4;5;2;2;3;3;4;3;4;4;1;2;1;5;3;4;4;2;4;2;4;3;4;3;5;3;4;4;3;2;5;3;1;5;4;1;5;2;1;4;1;3;3;4;5;2;3;1;9;1;1;7;1;9;15;94;3;4;76;7;95;Contabilidad
6;4;16;16;20;0;18;20;10;14;20;13;14;20;2;5;3;4;1;2;3;2;1;5;5;2;2;4;4;2;3;5;5;3;4;4;1;1;5;5;5;3;1;4;3;5;2;5;5;3;5;2;2;2;5;4;3;1;1;4;2;3;3;5;3;1;5;3;3;5;3;1;4;4;1;1;1;6;1;9;5;15;27;10;58;6;87;64;Odontologia
20;18;17;14;19;11;20;0;18;16;20;16;18;0;4;1;3;1;3;1;1;1;3;1;4;5;3;3;1;3;2;5;4;3;1;5;2;4;5;1;5;1;3;3;5;5;1;1;4;1;1;5;3;2;3;4;1;5;4;1;5;2;3;2;2;1;3;1;4;5;5;4;1;2;4;5;8;8;7;1;1;35;61;67;66;76;8;1;Ingenieria Biotecnologica
20;12;17;17;20;20;20;18;18;17;20;0;20;16;2;4;1;4;3;5;3;4;3;3;5;4;5;1;3;5;5;5;3;1;4;5;5;1;3;1;3;5;1;2;5;5;3;3;5;4;3;2;1;4;4;5;1;4;4;1;4;1;5;4;5;1;2;1;4;5;3;1;2;3;9;6;7;5;8;2;3;85;72;60;45;90;26;52;Derecho
3;15;16;18;18;18;20;20;20;17;20;20;20;20;4;3;4;3;5;4;3;4;2;3;3;3;5;4;3;2;4;3;5;2;5;5;4;4;4;4;2;2;2;3;4;5;3;1;3;3;5;1;5;4;3;3;3;1;3;4;1;5;2;4;4;4;4;1;3;3;3;5;1;2;9;6;1;6;1;2;8;85;66;0;58;0;26;89;Medicina Veterinaria y Zootecnia
20;20;17;17;20;18;20;12;20;20;20;11.5;12;16;3;2;5;1;5;3;3;4;3;5;1;1;5;3;5;1;5;2;2;5;1;3;4;4;1;4;4;5;1;1;1;5;4;1;4;1;3;3;2;5;4;5;3;2;2;3;2;1;5;2;5;3;2;1;2;4;5;1;5;2;5;4;3;2;9;1;6;45;50;32;29;100;8;74;Ingenieria Civil
17;13;16;12;20;18;20;20;0;19;16;20;20;14;2;5;3;2;1;4;1;5;2;3;4;1;1;4;2;5;2;4;3;1;3;1;5;2;4;1;5;5;3;2;1;1;5;5;1;4;1;3;4;4;4;3;2;3;1;4;5;1;1;4;5;5;5;2;5;4;4;4;3;3;1;9;2;4;3;9;1;15;100;28;41;46;98;12;Administracion de Empresas
15;18;17;17;19;20;20;20;20;16;20;14;20;20;2;4;5;3;4;3;5;2;5;2;1;2;1;3;2;4;1;4;1;3;3;3;5;4;2;1;4;4;2;2;4;4;3;5;4;4;2;2;1;1;5;1;1;5;3;1;1;2;1;5;4;4;2;4;3;1;3;3;2;3;9;1;1;9;3;6;1;100;11;0;75;46;53;24;Psicologia
17;18;16;18;19;18;20;20;18;19;20;20;18;12;3;3;5;3;2;5;1;1;2;2;1;2;3;2;3;4;3;3;1;1;1;1;1;2;1;4;5;3;4;4;2;3;3;5;4;5;5;1;1;1;5;4;5;5;4;2;3;1;5;3;5;5;4;2;5;2;1;3;2;1;1;5;9;6;4;1;1;5;61;100;58;56;12;9;Educacion Inicial
12;16;15;17;20;19;20;20;20;19;20;0;20;18;2;1;3;4;4;1;1;5;4;1;4;1;5;5;4;1;2;1;2;1;5;2;3;4;3;1;5;2;1;2;5;5;5;4;2;3;2;3;2;3;3;2;5;4;3;2;3;4;4;5;2;1;3;4;1;4;4;2;4;5;1;3;9;1;5;5;3;0;44;78;16;66;51;50;Ingenieria de Industria Alimentaria
0;15;16;17;20;20;20;12;14;14;20;12;16;12;4;3;4;1;5;3;2;4;1;2;2;1;1;5;4;1;4;1;5;1;5;5;2;3;1;1;4;3;3;5;5;5;4;1;5;1;5;2;1;3;5;4;3;1;4;3;5;1;4;1;1;4;3;3;3;5;1;4;5;2;1;1;9;5;4;8;7;5;0;96;45;60;73;81;Odontologia
12;15;15;16;17;15;0;16;16;16;12;6;18;20;1;5;3;3;5;1;4;5;4;5;3;1;1;5;2;1;4;4;2;4;2;3;4;5;1;2;5;5;2;1;3;5;1;4;2;5;2;5;2;3;5;2;3;3;5;3;3;1;4;1;5;3;4;3;2;1;2;1;1;1;9;8;7;9;1;9;1;70;83;64;79;0;98;6;Publicidad y Multimedia
15;13;15;18;17;14;18;20;18;20;20;19;12;12;5;2;3;3;4;1;1;5;4;5;4;5;3;3;1;1;4;3;1;4;1;4;4;1;3;4;2;2;3;4;5;5;4;4;4;4;4;3;5;3;2;5;1;2;2;1;5;4;2;2;5;1;4;3;3;2;1;5;4;1;2;1;1;6;1;4;1;25;16;10;58;16;44;35;Medicina Humana
12;14;17;12;20;17;16;18;14;15;12;16;16;14;4;2;2;3;4;2;3;4;5;5;5;1;3;1;4;5;3;3;1;5;5;5;4;5;3;1;4;4;3;3;5;2;3;5;4;2;1;2;4;1;1;4;1;5;4;2;5;4;2;2;1;4;1;5;1;5;3;5;3;1;2;9;4;1;9;1;3;25;94;42;25;96;19;52;Comunicacion Social
18;20;16;20;20;20;20;18;18;20;20;14;14;14;2;3;4;1;1;2;3;3;4;4;2;4;2;4;1;5;4;5;2;3;5;3;4;4;4;1;2;2;4;4;5;4;1;3;4;2;2;3;4;5;5;4;4;2;1;2;5;5;3;1;1;3;1;5;2;2;3;3;3;4;4;2;4;7;1;8;9;35;33;42;62;3;73;94;Medicina Humana
17;16;17;17;19;0;16;18;18;8;20;14;18;14;3;5;4;4;2;3;3;2;1;3;3;4;3;5;2;1;2;1;4;3;3;4;2;2;4;3;5;2;2;5;1;5;4;5;1;5;3;4;5;2;4;4;3;4;4;2;2;1;5;2;3;5;3;3;5;2;4;4;3;1;9;8;9;8;9;2;5;95;83;92;66;100;26;64;Medicina Humana
17;3;17;18;20;0;20;18;18;20;20;20;18;10;3;1;1;2;4;5;4;2;3;4;3;1;3;5;4;2;4;5;2;4;2;1;2;2;2;5;5;4;5;2;2;2;3;3;1;1;1;3;4;2;5;1;3;5;5;4;2;5;4;2;5;2;2;1;5;5;1;1;2;3;2;7;7;9;1;6;1;20;77;60;75;30;57;18;Educacion Inicial
10;16;16;18;20;19;20;18;16;16;20;20;0;8;4;5;3;1;2;5;2;5;5;2;1;3;1;2;5;1;1;1;5;5;5;3;2;2;1;4;3;3;5;5;2;1;3;2;4;3;3;2;3;4;5;2;2;3;3;3;4;2;2;4;2;5;3;2;4;5;3;1;5;3;5;1;9;1;1;9;7;40;22;82;20;13;98;78;Psicologia
7;12;17;18;20;20;18;20;20;18;16;0;20;20;4;4;1;2;1;4;5;1;1;2;1;3;4;4;5;2;4;3;1;4;4;1;1;2;5;5;4;2;4;3;2;3;5;3;4;3;1;1;3;2;4;2;5;2;2;3;4;4;1;2;4;3;2;2;4;5;2;1;3;5;5;4;4;9;9;4;2;40;50;39;83;93;42;41;Ingenieria Comercial
15;15;16;17;20;20;20;18;16;18;20;16;16;14;2;2;3;1;2;1;2;3;3;4;5;5;2;2;2;1;1;3;3;4;5;3;1;4;2;4;5;4;5;4;2;3;2;5;2;2;5;3;2;1;2;2;2;1;2;5;4;4;4;3;2;5;5;4;2;2;2;4;4;3;6;4;7;9;6;3;5;50;55;60;91;73;35;62;Ingenieria Agronomica y Agricola
15;18;14;14;20;12;20;18;18;18;12;0;18;20;2;5;2;5;3;5;5;5;5;4;4;2;2;3;1;1;5;2;3;1;5;3;1;5;3;5;4;3;3;5;1;3;5;1;3;5;1;3;4;4;3;1;4;4;4;3;1;2;3;4;3;2;2;1;1;3;3;5;2;2;9;6;1;5;6;7;3;80;66;25;45;73;66;48;Educacion Inicial
20;18;15;17;19;20;20;20;20;20;20;20;20;20;5;4;5;3;1;5;1;1;1;3;1;5;4;2;5;3;2;2;3;2;5;5;2;2;1;3;1;1;5;1;4;4;2;5;2;4;2;3;4;4;1;2;3;5;4;3;1;3;4;5;1;3;2;3;5;3;4;5;4;2;7;3;1;3;8;1;1;55;44;3;33;86;12;24;Ingenieria Mecatronica
11;0;17;17;20;20;18;16;6;15;0;4;12;16;4;1;1;1;5;4;1;3;5;5;5;4;4;2;3;5;1;3;2;2;5;5;1;4;5;5;1;2;1;3;1;2;5;2;3;5;5;1;5;3;1;3;3;3;3;5;3;2;4;1;2;2;2;3;3;5;5;4;5;1;7;3;9;9;1;3;4;60;38;82;87;23;33;62;Turismo y Hoteleria
9;11;18;20;12;19;20;16;14;17;16;0;16;14;1;1;1;3;5;1;4;4;3;5;1;2;5;2;3;3;3;3;4;4;5;2;3;2;2;4;2;2;3;1;5;2;2;2;2;5;5;2;5;2;1;5;1;3;5;3;5;2;5;5;3;3;2;1;3;5;1;3;4;3;7;1;1;9;4;9;6;55;27;0;83;56;78;76;Ingenieria Biotecnologica
17;20;17;19;20;20;18;20;20;16;20;20;20;20;2;3;3;3;3;5;3;5;4;2;3;2;3;5;3;2;5;3;3;2;5;5;2;2;1;5;3;1;2;4;3;2;2;1;1;4;4;5;4;2;2;1;2;3;2;5;5;4;1;1;2;2;1;1;4;4;2;3;4;2;1;4;9;8;1;6;1;15;50;78;70;23;57;34;Ingenieria de Minas
6;12;15;20;19;0;18;16;14;17;20;0;16;12;5;4;2;3;4;3;1;1;5;1;5;2;5;5;5;3;3;5;3;5;2;3;4;4;3;5;4;1;4;2;5;4;2;3;1;5;1;4;4;4;2;1;5;3;4;4;2;2;1;2;3;3;5;2;5;5;4;4;2;1;1;1;9;9;1;1;5;15;5;71;75;26;0;66;Ingenieria Agronomica y Agricola
